group,subgroup,subgroup url,case description,img url,img name,case id/cover img id,crop r1,crop r2,crop col1,crop col2,tumor type,Notes,
5.1 Benign lesions | Ultrasound Cases,5.1.5 Galactoceles and sebaceous cysts,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/galactoceles-and-sebaceous-cysts/,Sebaceous cyst with a subcutaneous cyst with internal echos in the axilla,/clients/ultrasoundcases/uploads/lbox_2879.jpg,2879,2879,4,443,3,592,Benign,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.3 Breast carcinoma diagnostic criteria: Cystic changes and intracystic carcinoma,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-diagnostic-criteria-cystic-changes-and-intracystic-carcinoma/,2 irregular partly cystic and partly and solid lesions. The fluid was aspirated and the solid parts were biopsied under ultrasound guidance. Both lesions were malignant.,/clients/ultrasoundcases/uploads/lbox_23690.jpg,23690,23676,5,440,65,472,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.3 Breast carcinoma diagnostic criteria: Cystic changes and intracystic carcinoma,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-diagnostic-criteria-cystic-changes-and-intracystic-carcinoma/,2 irregular partly cystic and partly and solid lesions. The fluid was aspirated and the solid parts were biopsied under ultrasound guidance. Both lesions were malignant.,/clients/ultrasoundcases/uploads/lbox_23692.jpg,23692,23676,1,444,86,425,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastasis in the breast and a pleural based lung metastasis of a renal cell carcinoma,/clients/ultrasoundcases/uploads/lbox_24091.jpg,24091,24091,4,442,79,441,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastasis in the breast and a pleural based lung metastasis of a renal cell carcinoma,/clients/ultrasoundcases/uploads/lbox_24092.jpg,24092,24091,4,441,83,431,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastasis in the breast and a pleural based lung metastasis of a renal cell carcinoma,/clients/ultrasoundcases/uploads/lbox_24093.jpg,24093,24091,1,444,78,444,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastasis in the breast and a pleural based lung metastasis of a renal cell carcinoma,/clients/ultrasoundcases/uploads/lbox_24094.jpg,24094,24091,1,445,87,429,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastasis in the breast and a pleural based lung metastasis of a renal cell carcinoma,/clients/ultrasoundcases/uploads/lbox_24095.jpg,24095,24091,2,446,96,413,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastasis in the breast and a pleural based lung metastasis of a renal cell carcinoma,/clients/ultrasoundcases/uploads/lbox_24096.jpg,24096,24091,2,442,92,420,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastasis in the breast and a pleural based lung metastasis of a renal cell carcinoma,/clients/ultrasoundcases/uploads/lbox_24097.jpg,24097,24091,1,444,83,439,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.13 Carcinoma in situ and microcalcifications,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/carcinoma-in-situ-and-microcalcifications/,Extensive multifocal ductal carcinoma in situ with intraductal calcifications and invasive ductal carcinoma and axillary lymph node metastasis,/clients/ultrasoundcases/uploads/lbox_24103.jpg,24103,24103,3,444,45,523,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.13 Carcinoma in situ and microcalcifications,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/carcinoma-in-situ-and-microcalcifications/,Extensive multifocal ductal carcinoma in situ with intraductal calcifications and invasive ductal carcinoma and axillary lymph node metastasis,/clients/ultrasoundcases/uploads/lbox_24104.jpg,24104,24103,1,447,48,483,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.13 Carcinoma in situ and microcalcifications,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/carcinoma-in-situ-and-microcalcifications/,Extensive multifocal ductal carcinoma in situ with intraductal calcifications and invasive ductal carcinoma and axillary lymph node metastasis,/clients/ultrasoundcases/uploads/lbox_24106.jpg,24106,24103,1,437,58,486,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.13 Carcinoma in situ and microcalcifications,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/carcinoma-in-situ-and-microcalcifications/,Extensive multifocal ductal carcinoma in situ with intraductal calcifications and invasive ductal carcinoma and axillary lymph node metastasis,/clients/ultrasoundcases/uploads/lbox_24107.jpg,24107,24103,15,419,3,592,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.13 Carcinoma in situ and microcalcifications,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/carcinoma-in-situ-and-microcalcifications/,Extensive multifocal ductal carcinoma in situ with intraductal calcifications and invasive ductal carcinoma and axillary lymph node metastasis,/clients/ultrasoundcases/uploads/lbox_24109.jpg,24109,24103,2,442,4,592,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.13 Carcinoma in situ and microcalcifications,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/carcinoma-in-situ-and-microcalcifications/,Extensive multifocal ductal carcinoma in situ with intraductal calcifications and invasive ductal carcinoma and axillary lymph node metastasis,/clients/ultrasoundcases/uploads/lbox_24110.jpg,24110,24103,3,446,4,594,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.13 Carcinoma in situ and microcalcifications,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/carcinoma-in-situ-and-microcalcifications/,Extensive ductal carcinoma in situ with calcifications and architectural distortion and acoustic shadowing,/clients/ultrasoundcases/uploads/lbox_24115.jpg,24115,24115,1,446,12,586,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.13 Carcinoma in situ and microcalcifications,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/carcinoma-in-situ-and-microcalcifications/,Extensive ductal carcinoma in situ with calcifications and architectural distortion and acoustic shadowing,/clients/ultrasoundcases/uploads/lbox_24116.jpg,24116,24115,1,445,14,572,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.13 Carcinoma in situ and microcalcifications,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/carcinoma-in-situ-and-microcalcifications/,Extensive ductal carcinoma in situ with calcifications and architectural distortion and acoustic shadowing,/clients/ultrasoundcases/uploads/lbox_24117.jpg,24117,24115,4,445,24,555,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.13 Carcinoma in situ and microcalcifications,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/carcinoma-in-situ-and-microcalcifications/,Extensive ductal carcinoma in situ with calcifications and architectural distortion and acoustic shadowing,/clients/ultrasoundcases/uploads/lbox_24118.jpg,24118,24115,2,445,15,568,Malignant,,
5.1 Benign lesions | Ultrasound Cases,5.1.8 Other benign non cystic lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/other-benign-non-cystic-lesions/,Intra mammary lymph node,/clients/ultrasoundcases/uploads/lbox_24475.jpg,24475,24475,29,390,4,593,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.8 Other benign non cystic lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/other-benign-non-cystic-lesions/,Intra mammary lymph node,/clients/ultrasoundcases/uploads/lbox_24477.jpg,24477,24475,39,377,9,583,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.10 Ductal lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/ductal-lesions/,Multiple intraductal papillomas in a 17 year old patient,/clients/ultrasoundcases/uploads/lbox_24480.jpg,24480,24480,6,439,21,557,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.10 Ductal lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/ductal-lesions/,Multiple intraductal papillomas in a 17 year old patient,/clients/ultrasoundcases/uploads/lbox_24481.jpg,24481,24480,1,446,3,595,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.10 Ductal lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/ductal-lesions/,Multiple intraductal papillomas in a 17 year old patient,/clients/ultrasoundcases/uploads/lbox_24482.jpg,24482,24480,4,442,25,540,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.10 Ductal lesions,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/ductal-lesions/,Multiple intraductal papillomas in a 17 year old patient,/clients/ultrasoundcases/uploads/lbox_24483.jpg,24483,24480,8,435,51,499,Benign,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastases in the breast and axillary lymph node metastases of a lung carcinoma,/clients/ultrasoundcases/uploads/lbox_24490.jpg,24490,24490,8,436,11,578,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastases in the breast and axillary lymph node metastases of a lung carcinoma,/clients/ultrasoundcases/uploads/lbox_24492.jpg,24492,24490,4,443,26,548,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastases in the breast and axillary lymph node metastases of a lung carcinoma,/clients/ultrasoundcases/uploads/lbox_24497.jpg,24497,24490,5,440,55,485,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastases in the breast and axillary lymph node metastases of a lung carcinoma,/clients/ultrasoundcases/uploads/lbox_24507.jpg,24507,24490,3,443,3,593,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastases in the breast and axillary lymph node metastases of a lung carcinoma,/clients/ultrasoundcases/uploads/lbox_24508.jpg,24508,24490,1,443,12,575,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Metastases in the breast and axillary lymph node metastases of a lung carcinoma,/clients/ultrasoundcases/uploads/lbox_24509.jpg,24509,24490,3,444,4,594,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.4 Breast carcinoma diagnostic criteria: Color doppler,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-diagnostic-criteria-color-doppler/,Infiltrating ductal carcinoma in the breast with multiple vessel poles,/clients/ultrasoundcases/uploads/lbox_25127.jpg,25127,25126,2,443,71,455,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.4 Breast carcinoma diagnostic criteria: Color doppler,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-diagnostic-criteria-color-doppler/,Infiltrating ductal carcinoma in the breast with multiple vessel poles,/clients/ultrasoundcases/uploads/lbox_25130.jpg,25130,25126,2,446,44,510,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.4 Breast carcinoma diagnostic criteria: Color doppler,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-diagnostic-criteria-color-doppler/,Infiltrating ductal carcinoma in the breast with multiple vessel poles,/clients/ultrasoundcases/uploads/lbox_25131.jpg,25131,25126,2,442,58,485,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.9 Spreading of breast cancer Invasion of the skin and thoracic wall,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-invasion-of-the-skin-and-thoracic-wall/,Infiltrating ductal carcinoma with invasion of the subcutaneous tissues,/clients/ultrasoundcases/uploads/lbox_25132.jpg,25132,25132,2,445,86,426,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.9 Spreading of breast cancer Invasion of the skin and thoracic wall,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-invasion-of-the-skin-and-thoracic-wall/,Infiltrating ductal carcinoma with invasion of the subcutaneous tissues,/clients/ultrasoundcases/uploads/lbox_25133.jpg,25133,25132,2,443,89,419,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.9 Spreading of breast cancer Invasion of the skin and thoracic wall,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-invasion-of-the-skin-and-thoracic-wall/,Infiltrating ductal carcinoma with invasion of the subcutaneous tissues,/clients/ultrasoundcases/uploads/lbox_25134.jpg,25134,25132,10,435,96,405,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.9 Spreading of breast cancer Invasion of the skin and thoracic wall,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-invasion-of-the-skin-and-thoracic-wall/,Infiltrating ductal carcinoma with invasion of the subcutaneous tissues,/clients/ultrasoundcases/uploads/lbox_25135.jpg,25135,25132,6,440,78,443,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.5 Breast carcinoma Tumor types,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-tumor-types/,Superficial lobulated hypoechoic breast lesion that proved to be a basocellular carcinoma,/clients/ultrasoundcases/uploads/lbox_25679.jpg,25679,25679,4,441,11,578,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.5 Breast carcinoma Tumor types,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-tumor-types/,Superficial lobulated hypoechoic breast lesion that proved to be a basocellular carcinoma,/clients/ultrasoundcases/uploads/lbox_25680.jpg,25680,25679,8,437,56,490,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.5 Breast carcinoma Tumor types,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-tumor-types/,Paget disease of the nipple with a thickened areolar complex and microcalcifications and axillary lymph node metastases,/clients/ultrasoundcases/uploads/lbox_26037.jpg,26037,26037,1,447,24,561,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.5 Breast carcinoma Tumor types,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-tumor-types/,Paget disease of the nipple with a thickened areolar complex and microcalcifications and axillary lymph node metastases,/clients/ultrasoundcases/uploads/lbox_26039.jpg,26039,26037,11,437,39,533,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.5 Breast carcinoma Tumor types,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-tumor-types/,Paget disease of the nipple with a thickened areolar complex and microcalcifications and axillary lymph node metastases,/clients/ultrasoundcases/uploads/lbox_26040.jpg,26040,26037,15,430,41,516,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.5 Breast carcinoma Tumor types,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-tumor-types/,Paget disease of the nipple with a thickened areolar complex and microcalcifications and axillary lymph node metastases,/clients/ultrasoundcases/uploads/lbox_26041.jpg,26041,26037,5,439,123,353,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.5 Breast carcinoma Tumor types,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/breast-carcinoma-tumor-types/,Paget disease of the nipple with a thickened areolar complex and microcalcifications and axillary lymph node metastases,/clients/ultrasoundcases/uploads/lbox_26042.jpg,26042,26037,7,436,118,364,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.8 Spreading of breast cancer Bilateral breast cancer,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-bilateral-breast-cancer/,Bilateral carcinoma. On the left side a mucinous carcinoma and on the right side a diffuse infiltrating lobular carcinoma.,/clients/ultrasoundcases/uploads/lbox_26043.jpg,26043,26043,2,447,58,484,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.8 Spreading of breast cancer Bilateral breast cancer,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-bilateral-breast-cancer/,Bilateral carcinoma. On the left side a mucinous carcinoma and on the right side a diffuse infiltrating lobular carcinoma.,/clients/ultrasoundcases/uploads/lbox_26044.jpg,26044,26043,5,440,50,498,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.8 Spreading of breast cancer Bilateral breast cancer,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-bilateral-breast-cancer/,Bilateral carcinoma. On the left side a mucinous carcinoma and on the right side a diffuse infiltrating lobular carcinoma.,/clients/ultrasoundcases/uploads/lbox_26045.jpg,26045,26043,8,437,45,510,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.8 Spreading of breast cancer Bilateral breast cancer,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-bilateral-breast-cancer/,Bilateral carcinoma. On the left side a mucinous carcinoma and on the right side a diffuse infiltrating lobular carcinoma.,/clients/ultrasoundcases/uploads/lbox_26046.jpg,26046,26043,2,443,48,509,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.8 Spreading of breast cancer Bilateral breast cancer,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-bilateral-breast-cancer/,Bilateral carcinoma. On the left side a mucinous carcinoma and on the right side a diffuse infiltrating lobular carcinoma.,/clients/ultrasoundcases/uploads/lbox_26047.jpg,26047,26043,1,443,80,438,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.8 Spreading of breast cancer Bilateral breast cancer,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-bilateral-breast-cancer/,Bilateral carcinoma. On the left side a mucinous carcinoma and on the right side a diffuse infiltrating lobular carcinoma.,/clients/ultrasoundcases/uploads/lbox_26048.jpg,26048,26043,2,446,92,410,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.8 Spreading of breast cancer Bilateral breast cancer,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-bilateral-breast-cancer/,Bilateral carcinoma. On the left side a mucinous carcinoma and on the right side a diffuse infiltrating lobular carcinoma.,/clients/ultrasoundcases/uploads/lbox_26049.jpg,26049,26043,1,445,75,449,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.8 Spreading of breast cancer Bilateral breast cancer,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/spreading-of-breast-cancer-bilateral-breast-cancer/,Bilateral carcinoma. On the left side a mucinous carcinoma and on the right side a diffuse infiltrating lobular carcinoma.,/clients/ultrasoundcases/uploads/lbox_26050.jpg,26050,26043,6,440,95,411,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.12 Lymph node metastases and local recurrence,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/lymph-node-metastases-and-local-recurrence/,Multiple subcutaneous lesions that all proved to be infiltrating ductal carcinoma. One year before patient presented with axillary lymphe node metastasis but no primary tumor had been found with any modality including MRI.,/clients/ultrasoundcases/uploads/lbox_26053.jpg,26053,26053,8,433,4,589,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.12 Lymph node metastases and local recurrence,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/lymph-node-metastases-and-local-recurrence/,Multiple subcutaneous lesions that all proved to be infiltrating ductal carcinoma. One year before patient presented with axillary lymphe node metastasis but no primary tumor had been found with any modality including MRI.,/clients/ultrasoundcases/uploads/lbox_26054.jpg,26054,26053,22,403,9,583,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.12 Lymph node metastases and local recurrence,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/lymph-node-metastases-and-local-recurrence/,Multiple subcutaneous lesions that all proved to be infiltrating ductal carcinoma. One year before patient presented with axillary lymphe node metastasis but no primary tumor had been found with any modality including MRI.,/clients/ultrasoundcases/uploads/lbox_26056.jpg,26056,26053,15,417,2,594,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.12 Lymph node metastases and local recurrence,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/lymph-node-metastases-and-local-recurrence/,Multiple subcutaneous lesions that all proved to be infiltrating ductal carcinoma. One year before patient presented with axillary lymphe node metastasis but no primary tumor had been found with any modality including MRI.,/clients/ultrasoundcases/uploads/lbox_26057.jpg,26057,26053,20,410,2,594,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.12 Lymph node metastases and local recurrence,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/lymph-node-metastases-and-local-recurrence/,Multiple subcutaneous lesions that all proved to be infiltrating ductal carcinoma. One year before patient presented with axillary lymphe node metastasis but no primary tumor had been found with any modality including MRI.,/clients/ultrasoundcases/uploads/lbox_26058.jpg,26058,26053,25,399,6,588,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.12 Lymph node metastases and local recurrence,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/lymph-node-metastases-and-local-recurrence/,Multiple subcutaneous lesions that all proved to be infiltrating ductal carcinoma. One year before patient presented with axillary lymphe node metastasis but no primary tumor had been found with any modality including MRI.,/clients/ultrasoundcases/uploads/lbox_26059.jpg,26059,26053,11,430,4,593,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.12 Lymph node metastases and local recurrence,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/lymph-node-metastases-and-local-recurrence/,Multiple subcutaneous lesions that all proved to be infiltrating ductal carcinoma. One year before patient presented with axillary lymphe node metastasis but no primary tumor had been found with any modality including MRI.,/clients/ultrasoundcases/uploads/lbox_26060.jpg,26060,26053,19,412,5,586,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,"Metastases of a melanoma in the breast, upper arm and axilla",/clients/ultrasoundcases/uploads/lbox_26065.jpg,26065,26065,11,422,15,572,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,"Metastases of a melanoma in the breast, upper arm and axilla",/clients/ultrasoundcases/uploads/lbox_26066.jpg,26066,26065,2,443,3,593,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,"Metastases of a melanoma in the breast, upper arm and axilla",/clients/ultrasoundcases/uploads/lbox_26067.jpg,26067,26065,6,437,4,585,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,"Metastases of a melanoma in the breast, upper arm and axilla",/clients/ultrasoundcases/uploads/lbox_26069.jpg,26069,26065,13,432,11,580,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,"Metastases of a melanoma in the breast, upper arm and axilla",/clients/ultrasoundcases/uploads/lbox_26070.jpg,26070,26065,19,418,7,578,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,"Metastases of a melanoma in the breast, upper arm and axilla",/clients/ultrasoundcases/uploads/lbox_26072.jpg,26072,26065,7,434,21,558,Malignant,,
5.1 Benign lesions | Ultrasound Cases,5.1.12 Post operative lesions and fat necrossis,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/post-operative-lesions-and-fat-necrossis/,Hypoechoic palpable mass in the right breast that could not be detected on X ray Biopsy proved this to be fat necrosis,/clients/ultrasoundcases/uploads/lbox_26557.jpg,26557,26557,40,402,18,577,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.12 Post operative lesions and fat necrossis,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/post-operative-lesions-and-fat-necrossis/,Hypoechoic palpable mass in the right breast that could not be detected on X ray Biopsy proved this to be fat necrosis,/clients/ultrasoundcases/uploads/lbox_26558.jpg,26558,26557,61,372,6,587,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.12 Post operative lesions and fat necrossis,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/post-operative-lesions-and-fat-necrossis/,Hypoechoic palpable mass in the right breast that could not be detected on X ray Biopsy proved this to be fat necrosis,/clients/ultrasoundcases/uploads/lbox_26561.jpg,26561,26557,11,424,2,594,Benign,,
5.1 Benign lesions | Ultrasound Cases,5.1.12 Post operative lesions and fat necrossis,https://www.ultrasoundcases.info/cases/breast-and-axilla/benign-lesions/post-operative-lesions-and-fat-necrossis/,Hypoechoic palpable mass in the right breast that could not be detected on X ray Biopsy proved this to be fat necrosis,/clients/ultrasoundcases/uploads/lbox_26562.jpg,26562,26557,3,445,4,593,Benign,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Breast metastases in both breasts of a lung carcinoma,/clients/ultrasoundcases/uploads/lbox_26576.jpg,26576,26567,6,438,6,585,Malignant,,
5.2 Malignant breast lesions | Ultrasound Cases,5.2.6 Metastases in the breast,https://www.ultrasoundcases.info/cases/breast-and-axilla/malignant-breast-lesions/metastases-in-the-breast/,Breast metastases in both breasts of a lung carcinoma,/clients/ultrasoundcases/uploads/lbox_26577.jpg,26577,26567,18,418,5,589,Malignant,,
