,size_mb,database
1248,4.39,CMMD
1249,4.39,CMMD
1250,4.39,CMMD
1251,4.39,CMMD
1252,4.39,CMMD
1253,4.39,CMMD
1254,4.39,CMMD
1255,4.39,CMMD
1256,4.39,CMMD
1257,4.39,CMMD
1258,4.39,CMMD
1259,4.39,CMMD
1260,4.39,CMMD
1261,4.39,CMMD
1262,4.39,CMMD
1263,4.39,CMMD
1264,4.39,CMMD
1265,4.39,CMMD
1266,4.39,CMMD
1267,4.39,CMMD
1268,4.39,CMMD
1269,4.39,CMMD
1270,4.39,CMMD
1271,4.39,CMMD
1272,4.39,CMMD
1273,4.39,CMMD
1274,4.39,CMMD
1275,4.39,CMMD
1276,4.39,CMMD
1277,4.39,CMMD
1278,4.39,CMMD
1279,4.39,CMMD
1280,4.39,CMMD
1281,4.39,CMMD
1282,4.39,CMMD
1283,4.39,CMMD
1284,4.39,CMMD
1285,4.39,CMMD
1286,4.39,CMMD
1287,4.39,CMMD
1288,4.39,CMMD
1289,4.39,CMMD
1290,4.39,CMMD
1291,4.39,CMMD
1292,4.39,CMMD
1293,4.39,CMMD
1294,4.39,CMMD
1295,4.39,CMMD
1296,4.39,CMMD
1297,4.39,CMMD
1298,4.39,CMMD
1299,4.39,CMMD
1300,4.39,CMMD
1301,4.39,CMMD
1302,4.39,CMMD
1303,4.39,CMMD
1304,4.39,CMMD
1305,4.39,CMMD
1306,4.39,CMMD
1307,4.39,CMMD
1308,4.39,CMMD
1309,4.39,CMMD
1310,4.39,CMMD
1311,4.39,CMMD
1312,4.39,CMMD
1313,4.39,CMMD
1314,4.39,CMMD
1315,4.39,CMMD
1316,4.39,CMMD
1317,4.39,CMMD
1318,4.39,CMMD
1319,4.39,CMMD
1320,4.39,CMMD
1321,4.39,CMMD
1322,4.39,CMMD
1323,4.39,CMMD
1324,4.39,CMMD
1325,4.39,CMMD
1326,4.39,CMMD
1327,4.39,CMMD
1328,4.39,CMMD
1329,4.39,CMMD
1330,4.39,CMMD
1331,4.39,CMMD
1332,4.39,CMMD
1333,4.39,CMMD
1334,4.39,CMMD
1335,4.39,CMMD
1336,4.39,CMMD
1337,4.39,CMMD
1338,4.39,CMMD
1339,4.39,CMMD
1340,4.39,CMMD
1341,4.39,CMMD
1342,4.39,CMMD
1343,4.39,CMMD
1344,4.39,CMMD
1345,4.39,CMMD
1346,4.39,CMMD
1347,4.39,CMMD
1348,4.39,CMMD
1349,4.39,CMMD
1350,4.39,CMMD
1351,4.39,CMMD
1352,4.39,CMMD
1353,4.39,CMMD
1354,4.39,CMMD
1355,4.39,CMMD
1356,4.39,CMMD
1357,4.39,CMMD
1358,4.39,CMMD
1359,4.39,CMMD
1360,4.39,CMMD
1361,4.39,CMMD
1362,4.39,CMMD
1363,4.39,CMMD
1364,4.39,CMMD
1365,4.39,CMMD
1366,4.39,CMMD
1367,4.39,CMMD
1368,4.39,CMMD
1369,4.39,CMMD
1370,4.39,CMMD
1371,4.39,CMMD
1372,4.39,CMMD
1373,4.39,CMMD
1374,4.39,CMMD
1375,4.39,CMMD
1376,4.39,CMMD
1377,4.39,CMMD
1378,4.39,CMMD
1379,4.39,CMMD
1380,4.39,CMMD
1381,4.39,CMMD
1382,4.39,CMMD
1383,4.39,CMMD
1384,4.39,CMMD
1385,4.39,CMMD
1386,4.39,CMMD
1387,4.39,CMMD
1388,4.39,CMMD
1389,4.39,CMMD
1390,4.39,CMMD
1391,4.39,CMMD
1392,4.39,CMMD
1393,4.39,CMMD
1394,4.39,CMMD
1395,4.39,CMMD
1396,4.39,CMMD
1397,4.39,CMMD
1398,4.39,CMMD
1399,4.39,CMMD
1400,4.39,CMMD
1401,4.39,CMMD
1402,4.39,CMMD
1403,4.39,CMMD
1404,4.39,CMMD
1405,4.39,CMMD
1406,4.39,CMMD
1407,4.39,CMMD
1408,4.39,CMMD
1409,4.39,CMMD
1410,4.39,CMMD
1411,4.39,CMMD
1412,4.39,CMMD
1413,4.39,CMMD
1414,4.39,CMMD
1415,4.39,CMMD
1416,4.39,CMMD
1417,4.39,CMMD
1418,4.39,CMMD
1419,4.39,CMMD
1420,4.39,CMMD
1421,4.39,CMMD
1422,4.39,CMMD
1423,4.39,CMMD
1424,4.39,CMMD
1425,4.39,CMMD
1426,4.39,CMMD
1427,4.39,CMMD
1428,4.39,CMMD
1429,4.39,CMMD
1430,4.39,CMMD
1431,4.39,CMMD
1432,4.39,CMMD
1433,4.39,CMMD
1434,4.39,CMMD
1435,4.39,CMMD
1436,4.39,CMMD
1437,4.39,CMMD
1438,4.39,CMMD
1439,4.39,CMMD
1440,4.39,CMMD
1441,4.39,CMMD
1442,4.39,CMMD
1443,4.39,CMMD
1444,4.39,CMMD
1445,4.39,CMMD
1446,4.39,CMMD
1447,4.39,CMMD
1448,4.39,CMMD
1449,4.39,CMMD
1450,4.39,CMMD
1451,4.39,CMMD
1452,4.39,CMMD
1453,4.39,CMMD
1454,4.39,CMMD
1455,4.39,CMMD
1456,4.39,CMMD
1457,4.39,CMMD
1458,4.39,CMMD
1459,4.39,CMMD
1460,4.39,CMMD
1461,4.39,CMMD
1462,4.39,CMMD
1463,4.39,CMMD
1464,4.39,CMMD
1465,4.39,CMMD
1466,4.39,CMMD
1467,4.39,CMMD
1468,4.39,CMMD
1469,4.39,CMMD
1470,4.39,CMMD
1471,4.39,CMMD
1472,4.39,CMMD
1473,4.39,CMMD
1474,4.39,CMMD
1475,4.39,CMMD
1476,4.39,CMMD
1477,4.39,CMMD
1478,4.39,CMMD
1479,4.39,CMMD
1480,4.39,CMMD
1481,4.39,CMMD
1482,4.39,CMMD
1483,4.39,CMMD
1484,4.39,CMMD
1485,4.39,CMMD
1486,4.39,CMMD
1487,4.39,CMMD
1488,4.39,CMMD
1489,4.39,CMMD
1490,4.39,CMMD
1491,4.39,CMMD
1492,4.39,CMMD
1493,4.39,CMMD
1494,4.39,CMMD
1495,4.39,CMMD
1496,4.39,CMMD
1497,4.39,CMMD
1498,4.39,CMMD
1499,4.39,CMMD
1500,4.39,CMMD
1501,4.39,CMMD
1502,4.39,CMMD
1503,4.39,CMMD
1504,4.39,CMMD
1505,4.39,CMMD
1506,4.39,CMMD
1507,4.39,CMMD
1508,4.39,CMMD
1509,4.39,CMMD
1510,4.39,CMMD
1511,4.39,CMMD
1512,4.39,CMMD
1513,4.39,CMMD
1514,4.39,CMMD
1515,4.39,CMMD
1516,4.39,CMMD
1517,4.39,CMMD
1518,4.39,CMMD
1519,4.39,CMMD
1520,4.39,CMMD
1521,4.39,CMMD
1522,4.39,CMMD
1523,4.39,CMMD
1524,4.39,CMMD
1525,4.39,CMMD
1526,4.39,CMMD
1527,4.39,CMMD
1528,4.39,CMMD
1529,4.39,CMMD
1530,4.39,CMMD
1531,4.39,CMMD
1532,4.39,CMMD
1533,4.39,CMMD
1534,4.39,CMMD
1535,4.39,CMMD
1536,4.39,CMMD
1537,4.39,CMMD
1538,4.39,CMMD
1539,4.39,CMMD
1540,4.39,CMMD
1541,4.39,CMMD
1542,4.39,CMMD
1543,4.39,CMMD
1544,4.39,CMMD
1545,4.39,CMMD
1546,4.39,CMMD
1547,4.39,CMMD
1548,4.39,CMMD
1549,4.39,CMMD
1550,4.39,CMMD
1551,4.39,CMMD
1552,4.39,CMMD
1553,4.39,CMMD
1554,4.39,CMMD
1555,4.39,CMMD
1556,4.39,CMMD
1557,4.39,CMMD
1558,4.39,CMMD
1559,4.39,CMMD
1560,4.39,CMMD
1561,4.39,CMMD
1562,4.39,CMMD
1563,4.39,CMMD
1564,4.39,CMMD
1565,4.39,CMMD
1566,4.39,CMMD
1567,4.39,CMMD
1568,4.39,CMMD
1569,4.39,CMMD
1570,4.39,CMMD
1571,4.39,CMMD
1572,4.39,CMMD
1573,4.39,CMMD
1574,4.39,CMMD
1575,4.39,CMMD
1576,4.39,CMMD
1577,4.39,CMMD
1578,4.39,CMMD
1579,4.39,CMMD
1580,4.39,CMMD
1581,4.39,CMMD
1582,4.39,CMMD
1583,4.39,CMMD
1584,4.39,CMMD
1585,4.39,CMMD
1586,4.39,CMMD
1587,4.39,CMMD
1588,4.39,CMMD
1589,4.39,CMMD
1590,4.39,CMMD
1591,4.39,CMMD
1592,4.39,CMMD
1593,4.39,CMMD
1594,4.39,CMMD
1595,4.39,CMMD
1596,4.39,CMMD
1597,4.39,CMMD
1598,4.39,CMMD
1599,4.39,CMMD
1600,4.39,CMMD
1601,4.39,CMMD
1602,4.39,CMMD
1603,4.39,CMMD
1604,4.39,CMMD
1605,4.39,CMMD
1606,4.39,CMMD
1607,4.39,CMMD
1608,4.39,CMMD
1609,4.39,CMMD
1610,4.39,CMMD
1611,4.39,CMMD
1612,4.39,CMMD
1613,4.39,CMMD
1614,4.39,CMMD
1615,4.39,CMMD
1616,4.39,CMMD
1617,4.39,CMMD
1618,4.39,CMMD
1619,4.39,CMMD
1620,4.39,CMMD
1621,4.39,CMMD
1622,4.39,CMMD
1623,4.39,CMMD
1624,4.39,CMMD
1625,4.39,CMMD
1626,4.39,CMMD
1627,4.39,CMMD
1628,4.39,CMMD
1629,4.39,CMMD
1630,4.39,CMMD
1631,4.39,CMMD
1632,4.39,CMMD
1633,4.39,CMMD
1634,4.39,CMMD
1635,4.39,CMMD
1636,4.39,CMMD
1637,4.39,CMMD
1638,4.39,CMMD
1639,4.39,CMMD
1640,4.39,CMMD
1641,4.39,CMMD
1642,4.39,CMMD
1643,4.39,CMMD
1644,4.39,CMMD
1645,4.39,CMMD
1646,4.39,CMMD
1647,4.39,CMMD
1648,4.39,CMMD
1649,4.39,CMMD
1650,4.39,CMMD
1651,4.39,CMMD
1652,4.39,CMMD
1653,4.39,CMMD
1654,4.39,CMMD
1655,4.39,CMMD
1656,4.39,CMMD
1657,4.39,CMMD
1658,4.39,CMMD
1659,4.39,CMMD
1660,4.39,CMMD
1661,4.39,CMMD
1662,4.39,CMMD
1663,4.39,CMMD
1664,4.39,CMMD
1665,4.39,CMMD
1666,4.39,CMMD
1667,4.39,CMMD
1668,4.39,CMMD
1669,4.39,CMMD
1670,4.39,CMMD
1671,4.39,CMMD
1672,4.39,CMMD
1673,4.39,CMMD
1674,4.39,CMMD
1675,4.39,CMMD
1676,4.39,CMMD
1677,4.39,CMMD
1678,4.39,CMMD
1679,4.39,CMMD
1680,4.39,CMMD
1681,4.39,CMMD
1682,4.39,CMMD
1683,4.39,CMMD
1684,4.39,CMMD
1685,4.39,CMMD
1686,4.39,CMMD
1687,4.39,CMMD
1688,4.39,CMMD
1689,4.39,CMMD
1690,4.39,CMMD
1691,4.39,CMMD
1692,4.39,CMMD
1693,4.39,CMMD
1694,4.39,CMMD
1695,4.39,CMMD
1696,4.39,CMMD
1697,4.39,CMMD
1698,4.39,CMMD
1699,4.39,CMMD
1700,4.39,CMMD
1701,4.39,CMMD
1702,4.39,CMMD
1703,4.39,CMMD
1704,4.39,CMMD
1705,4.39,CMMD
1706,4.39,CMMD
1707,4.39,CMMD
1708,4.39,CMMD
1709,4.39,CMMD
1710,4.39,CMMD
1711,4.39,CMMD
1712,4.39,CMMD
1713,4.39,CMMD
1714,4.39,CMMD
1715,4.39,CMMD
1716,4.39,CMMD
1717,4.39,CMMD
1718,4.39,CMMD
1719,4.39,CMMD
1720,4.39,CMMD
1721,4.39,CMMD
1722,4.39,CMMD
1723,4.39,CMMD
1724,4.39,CMMD
1725,4.39,CMMD
1726,4.39,CMMD
1727,4.39,CMMD
1728,4.39,CMMD
1729,4.39,CMMD
1730,4.39,CMMD
1731,4.39,CMMD
1732,4.39,CMMD
1733,4.39,CMMD
1734,4.39,CMMD
1735,4.39,CMMD
1736,4.39,CMMD
1737,4.39,CMMD
1738,4.39,CMMD
1739,4.39,CMMD
1740,4.39,CMMD
1741,4.39,CMMD
1742,4.39,CMMD
1743,4.39,CMMD
1744,4.39,CMMD
1745,4.39,CMMD
1746,4.39,CMMD
1747,4.39,CMMD
1748,4.39,CMMD
1749,4.39,CMMD
1750,4.39,CMMD
1751,4.39,CMMD
1752,4.39,CMMD
1753,4.39,CMMD
1754,4.39,CMMD
1755,4.39,CMMD
1756,4.39,CMMD
1757,4.39,CMMD
1758,4.39,CMMD
1759,4.39,CMMD
1760,4.39,CMMD
1761,4.39,CMMD
1762,4.39,CMMD
1763,4.39,CMMD
1764,4.39,CMMD
1765,4.39,CMMD
1766,4.39,CMMD
1767,4.39,CMMD
1768,4.39,CMMD
1769,4.39,CMMD
1770,4.39,CMMD
1771,4.39,CMMD
1772,4.39,CMMD
1773,4.39,CMMD
1774,4.39,CMMD
1775,4.39,CMMD
1776,4.39,CMMD
1777,4.39,CMMD
1778,4.39,CMMD
1779,4.39,CMMD
1780,4.39,CMMD
1781,4.39,CMMD
1782,4.39,CMMD
1783,4.39,CMMD
1784,4.39,CMMD
1785,4.39,CMMD
1786,4.39,CMMD
1787,4.39,CMMD
1788,4.39,CMMD
1789,4.39,CMMD
1790,4.39,CMMD
1791,4.39,CMMD
1792,4.39,CMMD
1793,4.39,CMMD
1794,4.39,CMMD
1795,4.39,CMMD
1796,4.39,CMMD
1797,4.39,CMMD
1798,4.39,CMMD
1799,4.39,CMMD
1800,4.39,CMMD
1801,4.39,CMMD
1802,4.39,CMMD
1803,4.39,CMMD
1804,4.39,CMMD
1805,4.39,CMMD
1806,4.39,CMMD
1807,4.39,CMMD
1808,4.39,CMMD
1809,4.39,CMMD
1810,4.39,CMMD
1811,4.39,CMMD
1812,4.39,CMMD
1813,4.39,CMMD
1814,4.39,CMMD
1815,4.39,CMMD
1816,4.39,CMMD
1817,4.39,CMMD
1818,4.39,CMMD
1819,4.39,CMMD
1820,4.39,CMMD
1821,4.39,CMMD
1822,4.39,CMMD
1823,4.39,CMMD
1824,4.39,CMMD
1825,4.39,CMMD
1826,4.39,CMMD
1827,4.39,CMMD
1828,4.39,CMMD
1829,4.39,CMMD
1830,4.39,CMMD
1831,4.39,CMMD
1832,4.39,CMMD
1833,4.39,CMMD
1834,4.39,CMMD
1835,4.39,CMMD
1836,4.39,CMMD
1837,4.39,CMMD
1838,4.39,CMMD
1839,4.39,CMMD
1840,4.39,CMMD
1841,4.39,CMMD
1842,4.39,CMMD
1843,4.39,CMMD
1844,4.39,CMMD
1845,4.39,CMMD
1846,4.39,CMMD
1847,4.39,CMMD
1848,4.39,CMMD
1849,4.39,CMMD
1850,4.39,CMMD
1851,4.39,CMMD
1852,4.39,CMMD
1853,4.39,CMMD
1854,4.39,CMMD
1855,4.39,CMMD
1856,4.39,CMMD
1857,4.39,CMMD
1858,4.39,CMMD
1859,4.39,CMMD
1860,4.39,CMMD
1861,4.39,CMMD
1862,4.39,CMMD
1863,4.39,CMMD
1864,4.39,CMMD
1865,4.39,CMMD
1866,4.39,CMMD
1867,4.39,CMMD
1868,4.39,CMMD
1869,4.39,CMMD
1870,4.39,CMMD
1871,4.39,CMMD
1872,4.39,CMMD
1873,4.39,CMMD
1874,4.39,CMMD
1875,4.39,CMMD
1876,4.39,CMMD
1877,4.39,CMMD
1878,4.39,CMMD
1879,4.39,CMMD
1880,4.39,CMMD
1881,4.39,CMMD
1882,4.39,CMMD
1883,4.39,CMMD
1884,4.39,CMMD
1885,4.39,CMMD
1886,4.39,CMMD
1887,4.39,CMMD
1888,4.39,CMMD
1889,4.39,CMMD
1890,4.39,CMMD
1891,4.39,CMMD
1892,4.39,CMMD
1893,4.39,CMMD
1894,4.39,CMMD
1895,4.39,CMMD
1896,4.39,CMMD
1897,4.39,CMMD
1898,4.39,CMMD
1899,4.39,CMMD
1900,4.39,CMMD
1901,4.39,CMMD
1902,4.39,CMMD
1903,4.39,CMMD
1904,4.39,CMMD
1905,4.39,CMMD
1906,4.39,CMMD
1907,4.39,CMMD
1908,4.39,CMMD
1909,4.39,CMMD
1910,4.39,CMMD
1911,4.39,CMMD
1912,4.39,CMMD
1913,4.39,CMMD
1914,4.39,CMMD
1915,4.39,CMMD
1916,4.39,CMMD
1917,4.39,CMMD
1918,4.39,CMMD
1919,4.39,CMMD
1920,4.39,CMMD
1921,4.39,CMMD
1922,4.39,CMMD
1923,4.39,CMMD
1924,4.39,CMMD
1925,4.39,CMMD
1926,4.39,CMMD
1927,4.39,CMMD
1928,4.39,CMMD
1929,4.39,CMMD
1930,4.39,CMMD
1931,4.39,CMMD
1932,4.39,CMMD
1933,4.39,CMMD
1934,4.39,CMMD
1935,4.39,CMMD
1936,4.39,CMMD
1937,4.39,CMMD
1938,4.39,CMMD
1939,4.39,CMMD
1940,4.39,CMMD
1941,4.39,CMMD
1942,4.39,CMMD
1943,4.39,CMMD
1944,4.39,CMMD
1945,4.39,CMMD
1946,4.39,CMMD
1947,4.39,CMMD
1948,4.39,CMMD
1949,4.39,CMMD
1950,4.39,CMMD
1951,4.39,CMMD
1952,4.39,CMMD
1953,4.39,CMMD
1954,4.39,CMMD
1955,4.39,CMMD
1956,4.39,CMMD
1957,4.39,CMMD
1958,4.39,CMMD
1959,4.39,CMMD
1960,4.39,CMMD
1961,4.39,CMMD
1962,4.39,CMMD
1963,4.39,CMMD
1964,4.39,CMMD
1965,4.39,CMMD
1966,4.39,CMMD
1967,4.39,CMMD
1968,4.39,CMMD
1969,4.39,CMMD
1970,4.39,CMMD
1971,4.39,CMMD
1972,4.39,CMMD
1973,4.39,CMMD
1974,4.39,CMMD
1975,4.39,CMMD
1976,4.39,CMMD
1977,4.39,CMMD
1978,4.39,CMMD
1979,4.39,CMMD
1980,4.39,CMMD
1981,4.39,CMMD
1982,4.39,CMMD
1983,4.39,CMMD
1984,4.39,CMMD
1985,4.39,CMMD
1986,4.39,CMMD
1987,4.39,CMMD
1988,4.39,CMMD
1989,4.39,CMMD
1990,4.39,CMMD
1991,4.39,CMMD
1992,4.39,CMMD
1993,4.39,CMMD
1994,4.39,CMMD
1995,4.39,CMMD
1996,4.39,CMMD
1997,4.39,CMMD
1998,4.39,CMMD
1999,4.39,CMMD
2000,4.39,CMMD
2001,4.39,CMMD
2002,4.39,CMMD
2003,4.39,CMMD
2004,4.39,CMMD
2005,4.39,CMMD
2006,4.39,CMMD
2007,4.39,CMMD
2008,4.39,CMMD
2009,4.39,CMMD
2010,4.39,CMMD
2011,4.39,CMMD
2012,4.39,CMMD
2013,4.39,CMMD
2014,4.39,CMMD
2015,4.39,CMMD
2016,4.39,CMMD
2017,4.39,CMMD
2018,4.39,CMMD
2019,4.39,CMMD
2020,4.39,CMMD
2021,4.39,CMMD
2022,4.39,CMMD
2023,4.39,CMMD
2024,4.39,CMMD
2025,4.39,CMMD
2026,4.39,CMMD
2027,4.39,CMMD
2028,4.39,CMMD
2029,4.39,CMMD
2030,4.39,CMMD
2031,4.39,CMMD
2032,4.39,CMMD
2033,4.39,CMMD
2034,4.39,CMMD
2035,4.39,CMMD
2036,4.39,CMMD
2037,4.39,CMMD
2038,4.39,CMMD
2039,4.39,CMMD
2040,4.39,CMMD
2041,4.39,CMMD
2042,4.39,CMMD
2043,4.39,CMMD
2044,4.39,CMMD
2045,4.39,CMMD
2046,4.39,CMMD
2047,4.39,CMMD
2048,4.39,CMMD
2049,4.39,CMMD
2050,4.39,CMMD
2051,4.39,CMMD
2052,4.39,CMMD
2053,4.39,CMMD
2054,4.39,CMMD
2055,4.39,CMMD
2056,4.39,CMMD
2057,4.39,CMMD
2058,4.39,CMMD
2059,4.39,CMMD
2060,4.39,CMMD
2061,4.39,CMMD
2062,4.39,CMMD
2063,4.39,CMMD
2064,4.39,CMMD
2065,4.39,CMMD
2066,4.39,CMMD
2067,4.39,CMMD
2068,4.39,CMMD
2069,4.39,CMMD
2070,4.39,CMMD
2071,4.39,CMMD
2072,4.39,CMMD
2073,4.39,CMMD
2074,4.39,CMMD
2075,4.39,CMMD
2076,4.39,CMMD
2077,4.39,CMMD
2078,4.39,CMMD
2079,4.39,CMMD
2080,4.39,CMMD
2081,4.39,CMMD
2082,4.39,CMMD
2083,4.39,CMMD
2084,4.39,CMMD
2085,4.39,CMMD
2086,4.39,CMMD
2087,4.39,CMMD
2088,4.39,CMMD
2089,4.39,CMMD
2090,4.39,CMMD
2091,4.39,CMMD
2092,4.39,CMMD
2093,4.39,CMMD
2094,4.39,CMMD
2095,4.39,CMMD
2096,4.39,CMMD
2097,4.39,CMMD
2098,4.39,CMMD
2099,4.39,CMMD
2100,4.39,CMMD
2101,4.39,CMMD
2102,4.39,CMMD
2103,4.39,CMMD
2104,4.39,CMMD
2105,4.39,CMMD
2106,4.39,CMMD
2107,4.39,CMMD
2108,4.39,CMMD
2109,4.39,CMMD
2110,4.39,CMMD
2111,4.39,CMMD
2112,4.39,CMMD
2113,4.39,CMMD
2114,4.39,CMMD
2115,4.39,CMMD
2116,4.39,CMMD
2117,4.39,CMMD
2118,4.39,CMMD
2119,4.39,CMMD
2120,4.39,CMMD
2121,4.39,CMMD
2122,4.39,CMMD
2123,4.39,CMMD
2124,4.39,CMMD
2125,4.39,CMMD
2126,4.39,CMMD
2127,4.39,CMMD
2128,4.39,CMMD
2129,4.39,CMMD
2130,4.39,CMMD
2131,4.39,CMMD
2132,4.39,CMMD
2133,4.39,CMMD
2134,4.39,CMMD
2135,4.39,CMMD
2136,4.39,CMMD
2137,4.39,CMMD
2138,4.39,CMMD
2139,4.39,CMMD
2140,4.39,CMMD
2141,4.39,CMMD
2142,4.39,CMMD
2143,4.39,CMMD
2144,4.39,CMMD
2145,4.39,CMMD
2146,4.39,CMMD
2147,4.39,CMMD
2148,4.39,CMMD
2149,4.39,CMMD
2150,4.39,CMMD
2151,4.39,CMMD
2152,8.78,CMMD
2153,8.78,CMMD
2154,4.39,CMMD
2155,4.39,CMMD
2156,4.39,CMMD
2157,4.39,CMMD
2158,4.39,CMMD
2159,4.39,CMMD
2160,4.39,CMMD
2161,4.39,CMMD
2162,4.39,CMMD
2163,4.39,CMMD
2164,4.39,CMMD
2165,4.39,CMMD
2166,4.39,CMMD
2167,4.39,CMMD
2168,4.39,CMMD
2169,4.39,CMMD
2170,4.39,CMMD
2171,4.39,CMMD
2172,4.39,CMMD
2173,4.39,CMMD
2174,4.39,CMMD
2175,4.39,CMMD
2176,4.39,CMMD
2177,4.39,CMMD
2178,4.39,CMMD
2179,4.39,CMMD
2180,4.39,CMMD
2181,4.39,CMMD
2182,4.39,CMMD
2183,4.39,CMMD
2184,4.39,CMMD
2185,4.39,CMMD
2186,4.39,CMMD
2187,4.39,CMMD
2188,4.39,CMMD
2189,4.39,CMMD
2190,4.39,CMMD
2191,4.39,CMMD
2192,4.39,CMMD
2193,4.39,CMMD
2194,4.39,CMMD
2195,4.39,CMMD
2196,4.39,CMMD
2197,4.39,CMMD
2198,4.39,CMMD
2199,4.39,CMMD
2200,4.39,CMMD
2201,4.39,CMMD
2202,4.39,CMMD
2203,4.39,CMMD
2204,4.39,CMMD
2205,4.39,CMMD
2206,4.39,CMMD
2207,4.39,CMMD
2208,4.39,CMMD
2209,4.39,CMMD
2210,4.39,CMMD
2211,4.39,CMMD
2212,4.39,CMMD
2213,4.39,CMMD
2214,4.39,CMMD
2215,4.39,CMMD
2216,4.39,CMMD
2217,4.39,CMMD
2218,4.39,CMMD
2219,4.39,CMMD
2220,4.39,CMMD
2221,4.39,CMMD
2222,4.39,CMMD
2223,4.39,CMMD
2224,4.39,CMMD
2225,4.39,CMMD
2226,4.39,CMMD
2227,4.39,CMMD
2228,4.39,CMMD
2229,4.39,CMMD
2230,4.39,CMMD
2231,4.39,CMMD
2232,4.39,CMMD
2233,4.39,CMMD
2234,4.39,CMMD
2235,4.39,CMMD
2236,4.39,CMMD
2237,4.39,CMMD
2238,4.39,CMMD
2239,4.39,CMMD
2240,4.39,CMMD
2241,4.39,CMMD
2242,4.39,CMMD
2243,4.39,CMMD
2244,4.39,CMMD
2245,4.39,CMMD
2246,4.39,CMMD
2247,4.39,CMMD
2248,4.39,CMMD
2249,4.39,CMMD
2250,4.39,CMMD
2251,4.39,CMMD
2252,4.39,CMMD
2253,4.39,CMMD
2254,4.39,CMMD
2255,4.39,CMMD
2256,4.39,CMMD
2257,4.39,CMMD
2258,4.39,CMMD
2259,4.39,CMMD
2260,4.39,CMMD
2261,4.39,CMMD
2262,4.39,CMMD
2263,4.39,CMMD
2264,4.39,CMMD
2265,4.39,CMMD
2266,4.39,CMMD
2267,4.39,CMMD
2268,4.39,CMMD
2269,4.39,CMMD
2270,4.39,CMMD
2271,4.39,CMMD
2272,4.39,CMMD
2273,4.39,CMMD
2274,4.39,CMMD
2275,4.39,CMMD
2276,4.39,CMMD
2277,4.39,CMMD
2278,4.39,CMMD
2279,4.39,CMMD
2280,4.39,CMMD
2281,4.39,CMMD
2282,4.39,CMMD
2283,4.39,CMMD
2284,4.39,CMMD
2285,4.39,CMMD
2286,4.39,CMMD
2287,4.39,CMMD
2288,4.39,CMMD
2289,4.39,CMMD
2290,4.39,CMMD
2291,4.39,CMMD
2292,4.39,CMMD
2293,4.39,CMMD
2294,4.39,CMMD
2295,4.39,CMMD
2296,4.39,CMMD
2297,4.39,CMMD
2298,4.39,CMMD
2299,4.39,CMMD
2300,4.39,CMMD
2301,4.39,CMMD
2302,4.39,CMMD
2303,4.39,CMMD
2304,4.39,CMMD
2305,4.39,CMMD
2306,4.39,CMMD
2307,4.39,CMMD
2308,4.39,CMMD
2309,4.39,CMMD
2310,4.39,CMMD
2311,4.39,CMMD
2312,4.39,CMMD
2313,4.39,CMMD
2314,4.39,CMMD
2315,4.39,CMMD
2316,4.39,CMMD
2317,4.39,CMMD
2318,4.39,CMMD
2319,4.39,CMMD
2320,4.39,CMMD
2321,4.39,CMMD
2322,4.39,CMMD
2323,4.39,CMMD
2324,4.39,CMMD
2325,4.39,CMMD
2326,4.39,CMMD
2327,4.39,CMMD
2328,4.39,CMMD
2329,4.39,CMMD
2330,4.39,CMMD
2331,4.39,CMMD
2332,4.39,CMMD
2333,4.39,CMMD
2334,4.39,CMMD
2335,4.39,CMMD
2336,4.39,CMMD
2337,4.39,CMMD
2338,4.39,CMMD
2339,4.39,CMMD
2340,4.39,CMMD
2341,4.39,CMMD
2342,4.39,CMMD
2343,4.39,CMMD
2344,4.39,CMMD
2345,4.39,CMMD
2346,4.39,CMMD
2347,4.39,CMMD
2348,4.39,CMMD
2349,4.39,CMMD
2350,4.39,CMMD
2351,4.39,CMMD
2352,4.39,CMMD
2353,4.39,CMMD
2354,4.39,CMMD
2355,4.39,CMMD
2356,4.39,CMMD
2357,4.39,CMMD
2358,4.39,CMMD
2359,4.39,CMMD
2360,4.39,CMMD
2361,4.39,CMMD
2362,4.39,CMMD
2363,4.39,CMMD
2364,4.39,CMMD
2365,4.39,CMMD
2366,4.39,CMMD
2367,4.39,CMMD
2368,4.39,CMMD
2369,4.39,CMMD
2370,4.39,CMMD
2371,4.39,CMMD
2372,4.39,CMMD
2373,4.39,CMMD
2374,4.39,CMMD
2375,4.39,CMMD
2376,4.39,CMMD
2377,4.39,CMMD
2378,4.39,CMMD
2379,4.39,CMMD
2380,4.39,CMMD
2381,4.39,CMMD
2382,4.39,CMMD
2383,4.39,CMMD
2384,4.39,CMMD
2385,4.39,CMMD
2386,4.39,CMMD
2387,4.39,CMMD
2388,4.39,CMMD
2389,4.39,CMMD
2390,4.39,CMMD
2391,4.39,CMMD
2392,4.39,CMMD
2393,4.39,CMMD
2394,4.39,CMMD
2395,4.39,CMMD
2396,4.39,CMMD
2397,4.39,CMMD
2398,4.39,CMMD
2399,4.39,CMMD
2400,4.39,CMMD
2401,4.39,CMMD
2402,4.39,CMMD
2403,4.39,CMMD
2404,4.39,CMMD
2405,4.39,CMMD
2406,4.39,CMMD
2407,4.39,CMMD
2408,4.39,CMMD
2409,4.39,CMMD
2410,4.39,CMMD
2411,4.39,CMMD
2412,4.39,CMMD
2413,4.39,CMMD
